6Y6K_A	Bandavirus	56763	Bandavirus_6Y6K_A
ADZ04476.1	Bandavirus	9855	Bandavirus_ADZ04476.1
ADZ04493.1	Bandavirus	1771	Bandavirus_ADZ04493.1
AEO51773.1	Bandavirus	9855	Bandavirus_AEO51773.1
AEY79719.1	Bandavirus	6587	Bandavirus_AEY79719.1
AFI45083.1	Bandavirus	2346	Bandavirus_AFI45083.1
AFI45087.1	Bandavirus	9	Bandavirus_AFI45087.1
AFI45091.1	Bandavirus	1771	Bandavirus_AFI45091.1
AFJ15060.1	Bandavirus	2346	Bandavirus_AFJ15060.1
AFJ15067.1	Bandavirus	56763	Bandavirus_AFJ15067.1
AFK08658.1	Bandavirus	9855	Bandavirus_AFK08658.1
AFN26701.1	Bandavirus	234	Bandavirus_AFN26701.1
AFO66272.1	Bandavirus	56763	Bandavirus_AFO66272.1
AFP33396.1	Bandavirus	2346	Bandavirus_AFP33396.1
AGC60107.1	Bandavirus	234	Bandavirus_AGC60107.1
AGC60111.1	Bandavirus	45437	Bandavirus_AGC60111.1
AGI97035.1	Bandavirus	6587	Bandavirus_AGI97035.1
AGI97059.1	Bandavirus	56763	Bandavirus_AGI97059.1
AGI97099.1	Bandavirus	522	Bandavirus_AGI97099.1
AGI97123.1	Bandavirus	2346	Bandavirus_AGI97123.1
AGI97127.1	Bandavirus	654	Bandavirus_AGI97127.1
AGK25091.1	Bandavirus	522	Bandavirus_AGK25091.1
AGM33037.1	Bandavirus	234	Bandavirus_AGM33037.1
AGM33041.1	Bandavirus	9855	Bandavirus_AGM33041.1
AGP25471.1	Bandavirus	9855	Bandavirus_AGP25471.1
AGP25472.1	Bandavirus	2346	Bandavirus_AGP25472.1
AGP25473.1	Bandavirus	45437	Bandavirus_AGP25473.1
AGP25474.1	Bandavirus	522	Bandavirus_AGP25474.1
AGP25475.1	Bandavirus	56763	Bandavirus_AGP25475.1
AGP25476.1	Bandavirus	9	Bandavirus_AGP25476.1
AGP25477.1	Bandavirus	1771	Bandavirus_AGP25477.1
AGP25478.1	Bandavirus	6587	Bandavirus_AGP25478.1
AGW42761.1	Bandavirus	234	Bandavirus_AGW42761.1
AHE38316.1	Bandavirus	654	Bandavirus_AHE38316.1
AHI10994.1	Bandavirus	45437	Bandavirus_AHI10994.1
AHK23654.1	Bandavirus	6587	Bandavirus_AHK23654.1
AHK23655.1	Bandavirus	6587	Bandavirus_AHK23655.1
AHK23656.1	Bandavirus	45437	Bandavirus_AHK23656.1
AHK23657.1	Bandavirus	654	Bandavirus_AHK23657.1
AHK23658.1	Bandavirus	6587	Bandavirus_AHK23658.1
AIA58691.1	Bandavirus	45437	Bandavirus_AIA58691.1
AID69012.1	Bandavirus	9855	Bandavirus_AID69012.1
AIF75093.1	Bandavirus	654	Bandavirus_AIF75093.1
AJD86038.1	Bandavirus	6587	Bandavirus_AJD86038.1
AJO16081.1	Bandavirus	522	Bandavirus_AJO16081.1
AJO16085.1	Bandavirus	1771	Bandavirus_AJO16085.1
AJO16089.1	Bandavirus	522	Bandavirus_AJO16089.1
AJO16093.1	Bandavirus	45437	Bandavirus_AJO16093.1
AJO16097.1	Bandavirus	9	Bandavirus_AJO16097.1
AKG06609.1	Bandavirus	9855	Bandavirus_AKG06609.1
ALJ53472.1	Bandavirus	45437	Bandavirus_ALJ53472.1
ALV85435.1	Bandavirus	9	Bandavirus_ALV85435.1
AMK05799.1	Bandavirus	9	Bandavirus_AMK05799.1
AMK05800.1	Bandavirus	654	Bandavirus_AMK05800.1
AMK05802.1	Bandavirus	9855	Bandavirus_AMK05802.1
AMK05803.1	Bandavirus	9	Bandavirus_AMK05803.1
AMK05805.1	Bandavirus	9855	Bandavirus_AMK05805.1
AMK05806.1	Bandavirus	2346	Bandavirus_AMK05806.1
AMK05807.1	Bandavirus	654	Bandavirus_AMK05807.1
AMK05809.1	Bandavirus	2346	Bandavirus_AMK05809.1
AMK05811.1	Bandavirus	234	Bandavirus_AMK05811.1
AMK05812.1	Bandavirus	56763	Bandavirus_AMK05812.1
AMK05813.1	Bandavirus	234	Bandavirus_AMK05813.1
AMK05815.1	Bandavirus	654	Bandavirus_AMK05815.1
AMK05816.1	Bandavirus	6587	Bandavirus_AMK05816.1
AMK05817.1	Bandavirus	522	Bandavirus_AMK05817.1
AMT75053.1	Bandavirus	654	Bandavirus_AMT75053.1
AMT75054.1	Bandavirus	45437	Bandavirus_AMT75054.1
AMY99354.1	Bandavirus	2346	Bandavirus_AMY99354.1
AMY99355.1	Bandavirus	9	Bandavirus_AMY99355.1
AMY99357.1	Bandavirus	9	Bandavirus_AMY99357.1
AMY99358.1	Bandavirus	45437	Bandavirus_AMY99358.1
AMY99359.1	Bandavirus	56763	Bandavirus_AMY99359.1
AMY99360.1	Bandavirus	45437	Bandavirus_AMY99360.1
AMY99363.1	Bandavirus	56763	Bandavirus_AMY99363.1
AMY99364.1	Bandavirus	2346	Bandavirus_AMY99364.1
AMY99365.1	Bandavirus	1771	Bandavirus_AMY99365.1
AMY99366.1	Bandavirus	9855	Bandavirus_AMY99366.1
AMY99367.1	Bandavirus	9855	Bandavirus_AMY99367.1
AMY99370.1	Bandavirus	45437	Bandavirus_AMY99370.1
AMY99371.1	Bandavirus	1771	Bandavirus_AMY99371.1
AMY99372.1	Bandavirus	2346	Bandavirus_AMY99372.1
AMY99373.1	Bandavirus	522	Bandavirus_AMY99373.1
ANC60424.1	Bandavirus	2346	Bandavirus_ANC60424.1
ANC60428.1	Bandavirus	1771	Bandavirus_ANC60428.1
ANC60432.1	Bandavirus	45437	Bandavirus_ANC60432.1
ANC60436.1	Bandavirus	56763	Bandavirus_ANC60436.1
ANC60440.1	Bandavirus	2346	Bandavirus_ANC60440.1
ANC60444.1	Bandavirus	2346	Bandavirus_ANC60444.1
ANC60448.1	Bandavirus	6587	Bandavirus_ANC60448.1
ANC60460.1	Bandavirus	1771	Bandavirus_ANC60460.1
ANC60464.1	Bandavirus	654	Bandavirus_ANC60464.1
ANC60468.1	Bandavirus	1771	Bandavirus_ANC60468.1
ANN45002.1	Bandavirus	654	Bandavirus_ANN45002.1
APT42317.1	Bandavirus	45437	Bandavirus_APT42317.1
APT42318.1	Bandavirus	522	Bandavirus_APT42318.1
APT42319.1	Bandavirus	6587	Bandavirus_APT42319.1
APT42320.1	Bandavirus	6587	Bandavirus_APT42320.1
APT42321.1	Bandavirus	9855	Bandavirus_APT42321.1
AQS99577.1	Bandavirus	9	Bandavirus_AQS99577.1
AQS99578.1	Bandavirus	45437	Bandavirus_AQS99578.1
AQX34645.1	Bandavirus	6587	Bandavirus_AQX34645.1
AQX34649.1	Bandavirus	522	Bandavirus_AQX34649.1
AQX34653.1	Bandavirus	2346	Bandavirus_AQX34653.1
ASW22982.1	Bandavirus	1771	Bandavirus_ASW22982.1
ASW22983.1	Bandavirus	45437	Bandavirus_ASW22983.1
ASW22984.1	Bandavirus	9	Bandavirus_ASW22984.1
ATE80811.1	Bandavirus	2346	Bandavirus_ATE80811.1
ATE80813.1	Bandavirus	654	Bandavirus_ATE80813.1
ATE80814.1	Bandavirus	1771	Bandavirus_ATE80814.1
ATE80815.1	Bandavirus	654	Bandavirus_ATE80815.1
ATE80816.1	Bandavirus	234	Bandavirus_ATE80816.1
ATE80818.1	Bandavirus	45437	Bandavirus_ATE80818.1
ATE80819.1	Bandavirus	654	Bandavirus_ATE80819.1
ATE80820.1	Bandavirus	56763	Bandavirus_ATE80820.1
ATE80821.1	Bandavirus	56763	Bandavirus_ATE80821.1
ATE80822.1	Bandavirus	522	Bandavirus_ATE80822.1
ATE80823.1	Bandavirus	45437	Bandavirus_ATE80823.1
ATE80824.1	Bandavirus	522	Bandavirus_ATE80824.1
ATE80825.1	Bandavirus	234	Bandavirus_ATE80825.1
ATE80828.1	Bandavirus	9	Bandavirus_ATE80828.1
ATG80988.1	Bandavirus	2346	Bandavirus_ATG80988.1
ATG80989.1	Bandavirus	2346	Bandavirus_ATG80989.1
ATG80990.1	Bandavirus	6587	Bandavirus_ATG80990.1
ATG80991.1	Bandavirus	9	Bandavirus_ATG80991.1
ATG80992.1	Bandavirus	9	Bandavirus_ATG80992.1
ATG80993.1	Bandavirus	56763	Bandavirus_ATG80993.1
ATG80994.1	Bandavirus	654	Bandavirus_ATG80994.1
ATG80995.1	Bandavirus	522	Bandavirus_ATG80995.1
ATG80998.1	Bandavirus	9	Bandavirus_ATG80998.1
ATG80999.1	Bandavirus	1771	Bandavirus_ATG80999.1
ATG81000.1	Bandavirus	9855	Bandavirus_ATG81000.1
ATW62979.1	Bandavirus	6587	Bandavirus_ATW62979.1
ATW62980.1	Bandavirus	234	Bandavirus_ATW62980.1
ATW62981.1	Bandavirus	6587	Bandavirus_ATW62981.1
ATW62982.1	Bandavirus	9855	Bandavirus_ATW62982.1
ATW62983.1	Bandavirus	9855	Bandavirus_ATW62983.1
ATW62984.1	Bandavirus	522	Bandavirus_ATW62984.1
ATW62985.1	Bandavirus	654	Bandavirus_ATW62985.1
ATW62986.1	Bandavirus	654	Bandavirus_ATW62986.1
ATW62987.1	Bandavirus	9	Bandavirus_ATW62987.1
ATW62988.1	Bandavirus	9	Bandavirus_ATW62988.1
ATW62989.1	Bandavirus	9	Bandavirus_ATW62989.1
ATW62990.1	Bandavirus	234	Bandavirus_ATW62990.1
ATW62991.1	Bandavirus	6587	Bandavirus_ATW62991.1
ATW62992.1	Bandavirus	1771	Bandavirus_ATW62992.1
ATW62993.1	Bandavirus	234	Bandavirus_ATW62993.1
ATW62994.1	Bandavirus	9855	Bandavirus_ATW62994.1
ATW63001.1	Bandavirus	2346	Bandavirus_ATW63001.1
AUM59839.1	Bandavirus	6587	Bandavirus_AUM59839.1
AUM59840.1	Bandavirus	6587	Bandavirus_AUM59840.1
AUM59841.1	Bandavirus	234	Bandavirus_AUM59841.1
AUM59842.1	Bandavirus	1771	Bandavirus_AUM59842.1
AVM39048.1	Bandavirus	56763	Bandavirus_AVM39048.1
AVV65313.1	Bandavirus	654	Bandavirus_AVV65313.1
AVV65314.1	Bandavirus	9	Bandavirus_AVV65314.1
AVV65315.1	Bandavirus	234	Bandavirus_AVV65315.1
AVV65317.1	Bandavirus	2346	Bandavirus_AVV65317.1
AWK57696.1	Bandavirus	56763	Bandavirus_AWK57696.1
AWK57697.1	Bandavirus	9855	Bandavirus_AWK57697.1
AWK57698.1	Bandavirus	6587	Bandavirus_AWK57698.1
AWK57699.1	Bandavirus	56763	Bandavirus_AWK57699.1
AWK57700.1	Bandavirus	2346	Bandavirus_AWK57700.1
AWK57701.1	Bandavirus	1771	Bandavirus_AWK57701.1
AWK57703.1	Bandavirus	45437	Bandavirus_AWK57703.1
AWK57704.1	Bandavirus	234	Bandavirus_AWK57704.1
AWK57705.1	Bandavirus	9855	Bandavirus_AWK57705.1
AWK57706.1	Bandavirus	654	Bandavirus_AWK57706.1
AWK57707.1	Bandavirus	234	Bandavirus_AWK57707.1
AWK57708.1	Bandavirus	1771	Bandavirus_AWK57708.1
AWK57709.1	Bandavirus	6587	Bandavirus_AWK57709.1
AWK57710.1	Bandavirus	56763	Bandavirus_AWK57710.1
AWK57711.1	Bandavirus	522	Bandavirus_AWK57711.1
AWK57712.1	Bandavirus	9	Bandavirus_AWK57712.1
AWK57713.1	Bandavirus	522	Bandavirus_AWK57713.1
AWK57715.1	Bandavirus	6587	Bandavirus_AWK57715.1
AWK57716.1	Bandavirus	234	Bandavirus_AWK57716.1
AWK57717.1	Bandavirus	45437	Bandavirus_AWK57717.1
AWK57718.1	Bandavirus	45437	Bandavirus_AWK57718.1
AWK57720.1	Bandavirus	654	Bandavirus_AWK57720.1
AWK57721.1	Bandavirus	9855	Bandavirus_AWK57721.1
AWK57724.1	Bandavirus	654	Bandavirus_AWK57724.1
AWK67827.1	Bandavirus	9855	Bandavirus_AWK67827.1
AWK67828.1	Bandavirus	234	Bandavirus_AWK67828.1
AWK67829.1	Bandavirus	56763	Bandavirus_AWK67829.1
AWK67830.1	Bandavirus	1771	Bandavirus_AWK67830.1
AWK67831.1	Bandavirus	2346	Bandavirus_AWK67831.1
AWK67832.1	Bandavirus	234	Bandavirus_AWK67832.1
AWK67833.1	Bandavirus	522	Bandavirus_AWK67833.1
AWW14921.1	Bandavirus	1771	Bandavirus_AWW14921.1
AYI99263.1	Bandavirus	45437	Bandavirus_AYI99263.1
AYM00407.1	Bandavirus	6587	Bandavirus_AYM00407.1
AYN59385.1	Bandavirus	6587	Bandavirus_AYN59385.1
AYU74883.1	Bandavirus	2346	Bandavirus_AYU74883.1
AZN18458.1	Bandavirus	9855	Bandavirus_AZN18458.1
AZN18459.1	Bandavirus	522	Bandavirus_AZN18459.1
AZN18460.1	Bandavirus	6587	Bandavirus_AZN18460.1
AZN18461.1	Bandavirus	9855	Bandavirus_AZN18461.1
AZN18462.1	Bandavirus	9	Bandavirus_AZN18462.1
AZN18464.1	Bandavirus	56763	Bandavirus_AZN18464.1
AZN18465.1	Bandavirus	234	Bandavirus_AZN18465.1
AZN18466.1	Bandavirus	522	Bandavirus_AZN18466.1
AZN18467.1	Bandavirus	9	Bandavirus_AZN18467.1
AZN18469.1	Bandavirus	654	Bandavirus_AZN18469.1
AZN18470.1	Bandavirus	2346	Bandavirus_AZN18470.1
AZN18471.1	Bandavirus	522	Bandavirus_AZN18471.1
AZN18472.1	Bandavirus	6587	Bandavirus_AZN18472.1
AZN18473.1	Bandavirus	654	Bandavirus_AZN18473.1
AZN18474.1	Bandavirus	654	Bandavirus_AZN18474.1
AZN18475.1	Bandavirus	2346	Bandavirus_AZN18475.1
AZN18477.1	Bandavirus	9855	Bandavirus_AZN18477.1
AZN18478.1	Bandavirus	9	Bandavirus_AZN18478.1
AZN18479.1	Bandavirus	9855	Bandavirus_AZN18479.1
AZN18480.1	Bandavirus	654	Bandavirus_AZN18480.1
AZN18481.1	Bandavirus	6587	Bandavirus_AZN18481.1
AZN18482.1	Bandavirus	522	Bandavirus_AZN18482.1
AZN18483.1	Bandavirus	56763	Bandavirus_AZN18483.1
AZN18484.1	Bandavirus	234	Bandavirus_AZN18484.1
AZN18485.1	Bandavirus	9855	Bandavirus_AZN18485.1
AZN18486.1	Bandavirus	654	Bandavirus_AZN18486.1
AZN18487.1	Bandavirus	6587	Bandavirus_AZN18487.1
AZN18488.1	Bandavirus	2346	Bandavirus_AZN18488.1
AZN18489.1	Bandavirus	56763	Bandavirus_AZN18489.1
AZN18491.1	Bandavirus	522	Bandavirus_AZN18491.1
AZN18493.1	Bandavirus	234	Bandavirus_AZN18493.1
AZN18494.1	Bandavirus	654	Bandavirus_AZN18494.1
AZN18495.1	Bandavirus	2346	Bandavirus_AZN18495.1
AZN18496.1	Bandavirus	9	Bandavirus_AZN18496.1
AZN18497.1	Bandavirus	522	Bandavirus_AZN18497.1
AZN18498.1	Bandavirus	234	Bandavirus_AZN18498.1
AZN18499.1	Bandavirus	56763	Bandavirus_AZN18499.1
AZN18500.1	Bandavirus	9855	Bandavirus_AZN18500.1
AZN18501.1	Bandavirus	2346	Bandavirus_AZN18501.1
AZN18504.1	Bandavirus	522	Bandavirus_AZN18504.1
AZN18505.1	Bandavirus	1771	Bandavirus_AZN18505.1
AZN18506.1	Bandavirus	56763	Bandavirus_AZN18506.1
AZN18507.1	Bandavirus	2346	Bandavirus_AZN18507.1
AZN18508.1	Bandavirus	56763	Bandavirus_AZN18508.1
AZN18509.1	Bandavirus	9	Bandavirus_AZN18509.1
AZN18510.1	Bandavirus	1771	Bandavirus_AZN18510.1
AZN18511.1	Bandavirus	654	Bandavirus_AZN18511.1
AZN18512.1	Bandavirus	2346	Bandavirus_AZN18512.1
AZN18513.1	Bandavirus	522	Bandavirus_AZN18513.1
AZN18514.1	Bandavirus	654	Bandavirus_AZN18514.1
AZN18515.1	Bandavirus	45437	Bandavirus_AZN18515.1
AZN18516.1	Bandavirus	522	Bandavirus_AZN18516.1
AZN18517.1	Bandavirus	56763	Bandavirus_AZN18517.1
AZN18519.1	Bandavirus	654	Bandavirus_AZN18519.1
AZN18520.1	Bandavirus	234	Bandavirus_AZN18520.1
AZN18522.1	Bandavirus	56763	Bandavirus_AZN18522.1
AZN18523.1	Bandavirus	56763	Bandavirus_AZN18523.1
AZN18524.1	Bandavirus	56763	Bandavirus_AZN18524.1
AZN18525.1	Bandavirus	6587	Bandavirus_AZN18525.1
AZN18527.1	Bandavirus	654	Bandavirus_AZN18527.1
AZN18529.1	Bandavirus	1771	Bandavirus_AZN18529.1
AZN18530.1	Bandavirus	56763	Bandavirus_AZN18530.1
AZN18531.1	Bandavirus	56763	Bandavirus_AZN18531.1
AZN18532.1	Bandavirus	9855	Bandavirus_AZN18532.1
AZN18534.1	Bandavirus	56763	Bandavirus_AZN18534.1
AZN18535.1	Bandavirus	654	Bandavirus_AZN18535.1
AZN18536.1	Bandavirus	522	Bandavirus_AZN18536.1
AZN18538.1	Bandavirus	9855	Bandavirus_AZN18538.1
AZN18540.1	Bandavirus	45437	Bandavirus_AZN18540.1
AZN18541.1	Bandavirus	9855	Bandavirus_AZN18541.1
AZN18542.1	Bandavirus	45437	Bandavirus_AZN18542.1
AZN18544.1	Bandavirus	234	Bandavirus_AZN18544.1
AZN18545.1	Bandavirus	9	Bandavirus_AZN18545.1
AZN18548.1	Bandavirus	2346	Bandavirus_AZN18548.1
AZN18550.1	Bandavirus	522	Bandavirus_AZN18550.1
AZN18551.1	Bandavirus	654	Bandavirus_AZN18551.1
AZN18553.1	Bandavirus	9	Bandavirus_AZN18553.1
AZN18556.1	Bandavirus	45437	Bandavirus_AZN18556.1
AZN18557.1	Bandavirus	45437	Bandavirus_AZN18557.1
AZN18558.1	Bandavirus	1771	Bandavirus_AZN18558.1
AZN18562.1	Bandavirus	9855	Bandavirus_AZN18562.1
AZN18563.1	Bandavirus	654	Bandavirus_AZN18563.1
AZN18565.1	Bandavirus	2346	Bandavirus_AZN18565.1
AZN18566.1	Bandavirus	6587	Bandavirus_AZN18566.1
AZZ69066.1	Bandavirus	654	Bandavirus_AZZ69066.1
AZZ69067.1	Bandavirus	9855	Bandavirus_AZZ69067.1
AZZ69068.1	Bandavirus	522	Bandavirus_AZZ69068.1
AZZ69069.1	Bandavirus	6587	Bandavirus_AZZ69069.1
AZZ69070.1	Bandavirus	522	Bandavirus_AZZ69070.1
AZZ69071.1	Bandavirus	9855	Bandavirus_AZZ69071.1
AZZ69072.1	Bandavirus	234	Bandavirus_AZZ69072.1
AZZ69073.1	Bandavirus	2346	Bandavirus_AZZ69073.1
AZZ69074.1	Bandavirus	56763	Bandavirus_AZZ69074.1
AZZ69075.1	Bandavirus	1771	Bandavirus_AZZ69075.1
BAN58177.1	Bandavirus	654	Bandavirus_BAN58177.1
BAN58178.1	Bandavirus	234	Bandavirus_BAN58178.1
BAN58179.1	Bandavirus	654	Bandavirus_BAN58179.1
BAN58180.1	Bandavirus	234	Bandavirus_BAN58180.1
BAN58181.1	Bandavirus	654	Bandavirus_BAN58181.1
BAN58182.1	Bandavirus	654	Bandavirus_BAN58182.1
BAN58184.1	Bandavirus	2346	Bandavirus_BAN58184.1
BAQ59389.1	Bandavirus	1771	Bandavirus_BAQ59389.1
BAU51053.1	Bandavirus	654	Bandavirus_BAU51053.1
BAU51054.1	Bandavirus	522	Bandavirus_BAU51054.1
BAU51055.1	Bandavirus	6587	Bandavirus_BAU51055.1
BAU51056.1	Bandavirus	654	Bandavirus_BAU51056.1
BAU51057.1	Bandavirus	1771	Bandavirus_BAU51057.1
BAU51058.1	Bandavirus	1771	Bandavirus_BAU51058.1
BAU51059.1	Bandavirus	6587	Bandavirus_BAU51059.1
BAU51060.1	Bandavirus	45437	Bandavirus_BAU51060.1
BAU51061.1	Bandavirus	6587	Bandavirus_BAU51061.1
BAU51062.1	Bandavirus	9855	Bandavirus_BAU51062.1
BAU51063.1	Bandavirus	654	Bandavirus_BAU51063.1
BAU51064.1	Bandavirus	2346	Bandavirus_BAU51064.1
BAU51065.1	Bandavirus	654	Bandavirus_BAU51065.1
BAU51066.1	Bandavirus	6587	Bandavirus_BAU51066.1
BAU51067.1	Bandavirus	6587	Bandavirus_BAU51067.1
BAU51069.1	Bandavirus	45437	Bandavirus_BAU51069.1
BAU51071.1	Bandavirus	522	Bandavirus_BAU51071.1
BAU51072.1	Bandavirus	45437	Bandavirus_BAU51072.1
BAU51073.1	Bandavirus	6587	Bandavirus_BAU51073.1
BAU51074.1	Bandavirus	45437	Bandavirus_BAU51074.1
BAU51075.1	Bandavirus	9855	Bandavirus_BAU51075.1
BAU51077.1	Bandavirus	234	Bandavirus_BAU51077.1
BAU51078.1	Bandavirus	234	Bandavirus_BAU51078.1
BAU51081.1	Bandavirus	234	Bandavirus_BAU51081.1
BAU51082.1	Bandavirus	2346	Bandavirus_BAU51082.1
BAU51083.1	Bandavirus	522	Bandavirus_BAU51083.1
BAU51084.1	Bandavirus	9	Bandavirus_BAU51084.1
BAU51085.1	Bandavirus	2346	Bandavirus_BAU51085.1
BAU51086.1	Bandavirus	9	Bandavirus_BAU51086.1
BAU51087.1	Bandavirus	9855	Bandavirus_BAU51087.1
BAU51089.1	Bandavirus	6587	Bandavirus_BAU51089.1
BAU51090.1	Bandavirus	56763	Bandavirus_BAU51090.1
BBD19936.1	Bandavirus	6587	Bandavirus_BBD19936.1
BBU37385.1	Bandavirus	45437	Bandavirus_BBU37385.1
BCG44427.1	Bandavirus	234	Bandavirus_BCG44427.1
BCI98986.1	Bandavirus	234	Bandavirus_BCI98986.1
BCI98990.1	Bandavirus	522	Bandavirus_BCI98990.1
BCI98994.1	Bandavirus	56763	Bandavirus_BCI98994.1
BCI98998.1	Bandavirus	9855	Bandavirus_BCI98998.1
BCI99002.1	Bandavirus	56763	Bandavirus_BCI99002.1
BCI99006.1	Bandavirus	654	Bandavirus_BCI99006.1
BCL01248.1	Bandavirus	9	Bandavirus_BCL01248.1
BCL01256.1	Bandavirus	9855	Bandavirus_BCL01256.1
BCL01260.1	Bandavirus	522	Bandavirus_BCL01260.1
BCM64524.1	Bandavirus	1771	Bandavirus_BCM64524.1
BCM64528.1	Bandavirus	2346	Bandavirus_BCM64528.1
BDS91679.1	Bandavirus	9	Bandavirus_BDS91679.1
I0DF35.1	Bandavirus	9	Bandavirus_I0DF35.1
QBQ01383.1	Bandavirus	2346	Bandavirus_QBQ01383.1
QBQ01387.1	Bandavirus	2346	Bandavirus_QBQ01387.1
QBQ01395.1	Bandavirus	2346	Bandavirus_QBQ01395.1
QBQ01772.1	Bandavirus	9855	Bandavirus_QBQ01772.1
QBQ01776.1	Bandavirus	9	Bandavirus_QBQ01776.1
QCC72453.1	Bandavirus	9855	Bandavirus_QCC72453.1
QDF82685.1	Bandavirus	1771	Bandavirus_QDF82685.1
QDF82689.1	Bandavirus	2346	Bandavirus_QDF82689.1
QDF82693.1	Bandavirus	9	Bandavirus_QDF82693.1
QED09333.1	Bandavirus	1771	Bandavirus_QED09333.1
QEK22913.1	Bandavirus	56763	Bandavirus_QEK22913.1
QEK22914.1	Bandavirus	56763	Bandavirus_QEK22914.1
QEK22915.1	Bandavirus	9	Bandavirus_QEK22915.1
QEK22916.1	Bandavirus	45437	Bandavirus_QEK22916.1
QEK22917.1	Bandavirus	45437	Bandavirus_QEK22917.1
QEK22918.1	Bandavirus	1771	Bandavirus_QEK22918.1
QEK22919.1	Bandavirus	56763	Bandavirus_QEK22919.1
QEK22920.1	Bandavirus	522	Bandavirus_QEK22920.1
QEK22921.1	Bandavirus	6587	Bandavirus_QEK22921.1
QEK22922.1	Bandavirus	234	Bandavirus_QEK22922.1
QEL09438.1	Bandavirus	654	Bandavirus_QEL09438.1
QEL09442.1	Bandavirus	9	Bandavirus_QEL09442.1
QEL09446.1	Bandavirus	56763	Bandavirus_QEL09446.1
QEL09450.1	Bandavirus	522	Bandavirus_QEL09450.1
QEL09454.1	Bandavirus	6587	Bandavirus_QEL09454.1
QEL09462.1	Bandavirus	56763	Bandavirus_QEL09462.1
QEL09466.1	Bandavirus	2346	Bandavirus_QEL09466.1
QEX94006.1	Bandavirus	45437	Bandavirus_QEX94006.1
QHU78994.1	Bandavirus	9	Bandavirus_QHU78994.1
QIN54115.1	Bandavirus	56763	Bandavirus_QIN54115.1
QJB76139.1	Bandavirus	45437	Bandavirus_QJB76139.1
QJB76140.1	Bandavirus	522	Bandavirus_QJB76140.1
QJB76141.1	Bandavirus	45437	Bandavirus_QJB76141.1
QKG86501.1	Bandavirus	9	Bandavirus_QKG86501.1
QLF97391.1	Bandavirus	654	Bandavirus_QLF97391.1
QNQ18274.1	Bandavirus	1771	Bandavirus_QNQ18274.1
QNR55324.1	Bandavirus	234	Bandavirus_QNR55324.1
QNR55327.1	Bandavirus	9	Bandavirus_QNR55327.1
QNR55328.1	Bandavirus	45437	Bandavirus_QNR55328.1
QNR55329.1	Bandavirus	45437	Bandavirus_QNR55329.1
